Ant52,Ant65,Ant244,Ant2,Ant6,Ant7,Ant15,Ant19,Ant30,Ant60,Ant72,Ant99,Ant102,Ant148,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant518,Ant604,Ant673,Ant12,Ant20,Ant32,Ant35,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant265,Ant289,Ant294,Ant296,Ant298,Ant305,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant575,Ant592,Ant593,Ant599,Ant607,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
0,2,0,0,0,15,0,5,2,0,1,2,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,5,2,5,0,0,0,1,3,2,5,3,3,3,3,1,4,1,0,24,0,21,1,0,5,3,1,1,7,9,3,0,4,12,0,0,0,0,0,5,8,1,0,6,0,1,2,0,3,16,8,0,10,4,0,14,10,0,0,0,4,0,2,1
2,1,7,1,5,0,0,7,0,4,1,2,2,0,1,0,5,2,6,2,3,0,0,0,0,0,0,14,4,0,6,2,4,1,10,0,0,2,16,3,2,3,18,0,8,0,0,4,12,3,0,0,7,3,0,0,2,1,2,0,1,1,16,2,1,2,2,0,3,0,1,5,12,5,0,3,10,5,1,18,0,16,7,14,13,0,0,0,5,0
1,1,2,8,3,9,0,11,7,0,12,3,0,0,2,0,0,15,0,25,33,8,13,0,0,0,0,6,0,10,0,2,0,0,3,3,0,26,0,0,12,8,1,0,0,0,0,3,1,3,7,1,0,15,0,0,8,0,32,0,2,3,0,18,7,4,6,1,2,8,1,3,2,0,4,1,5,6,21,6,0,14,3,13,13,0,0,0,2,4
55,2,22,4,17,0,18,12,32,61,2,4,16,4,7,0,8,3,30,3,7,4,2,0,5,14,6,0,20,2,4,3,14,29,11,0,0,7,20,10,1,0,7,0,9,0,0,6,89,9,0,0,13,13,0,0,4,1,10,0,0,10,50,0,2,16,9,6,0,0,9,3,11,7,2,8,4,10,8,2,4,2,9,3,17,0,0,0,25,2
6,0,6,2,0,0,0,5,6,15,0,1,1,5,1,0,5,2,24,0,0,0,1,0,2,4,0,20,0,0,3,0,26,3,1,0,0,1,0,2,0,1,0,0,0,0,0,2,19,5,0,0,1,0,0,0,0,0,1,0,0,0,13,0,1,7,1,1,1,0,2,0,19,4,0,18,9,1,0,0,5,5,7,0,1,0,0,0,54,4
0,1,0,21,1,12,0,5,5,0,40,1,0,1,0,15,0,32,0,46,11,12,7,1,5,0,10,2,0,0,0,1,6,0,1,24,0,15,0,0,6,1,0,45,2,25,0,0,4,1,23,28,6,8,3,3,2,8,37,20,1,0,0,20,2,1,16,0,1,12,4,44,0,1,2,0,12,0,11,3,0,5,0,6,4,0,25,0,3,0
3,0,0,3,6,0,2,10,0,4,0,3,5,14,3,0,17,2,6,1,0,0,13,0,0,6,0,4,3,0,0,3,2,6,1,0,2,1,7,0,0,9,3,0,9,0,0,0,12,1,0,0,1,0,0,0,0,0,1,0,0,1,11,0,1,4,1,3,0,0,21,2,10,3,0,8,0,3,0,3,19,1,1,0,9,0,0,0,10,10
0,1,0,3,0,1,2,3,12,18,0,1,7,0,3,0,7,19,0,0,0,0,13,0,0,2,2,3,0,1,3,0,7,9,0,6,0,4,1,2,1,0,4,0,1,0,0,2,26,0,0,1,1,0,0,0,1,0,8,0,1,1,8,7,9,3,4,0,2,0,2,4,7,0,3,0,0,3,0,6,3,0,0,16,8,0,0,0,1,2
0,1,0,3,10,0,1,0,0,8,0,0,10,0,0,0,4,7,10,0,0,2,2,0,0,4,0,14,26,6,2,7,0,12,25,0,1,0,8,1,1,7,1,0,1,0,0,7,19,27,0,0,4,16,0,0,7,0,0,0,0,2,18,0,0,25,4,3,0,0,11,3,20,1,0,12,6,0,0,0,1,2,17,0,0,0,0,0,18,0
3,0,9,1,4,5,4,14,9,5,2,2,4,1,1,0,4,5,11,0,2,1,4,0,1,1,0,29,3,0,6,9,12,0,6,0,1,5,5,3,0,12,4,0,3,0,0,8,28,3,0,0,2,5,0,0,14,3,2,0,0,1,9,1,2,30,8,31,4,1,21,0,27,3,0,2,5,5,0,5,2,31,2,1,9,0,0,0,5,4
0,3,3,2,8,1,0,5,6,1,1,2,1,0,0,0,3,1,9,0,7,2,0,0,3,10,3,11,1,1,1,0,25,6,0,1,1,15,11,9,1,0,2,0,0,0,0,9,12,0,0,0,4,3,0,1,10,1,2,0,0,1,7,0,0,11,8,3,3,0,3,13,9,2,0,6,5,0,2,6,0,10,6,7,8,0,0,0,13,0
0,0,0,1,0,17,0,0,13,0,8,1,0,0,6,23,0,7,0,34,1,2,14,8,2,0,3,0,0,24,0,6,0,0,1,0,3,3,0,0,4,0,0,41,0,17,0,0,0,0,20,8,0,8,16,10,0,1,19,15,6,0,1,15,3,0,2,0,1,18,0,7,0,0,5,0,0,1,6,5,0,0,0,11,0,0,19,0,0,0
0,3,0,1,8,1,0,0,4,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,1,1,1,3,0,7,0,0,3,3,10,1,2,2,0,2,1,5,0,0,0,3,1,4,3,3,1,0,0,1,2,1,1,3,3,1,3,0,1,2,0,1,2,0,0,0,0,6,0,1,3,1,0,0,0,0,1,0
0,9,13,4,14,11,2,5,6,1,18,10,0,8,5,25,1,10,1,41,54,19,1,0,3,2,26,7,1,15,1,4,0,5,15,3,7,0,2,21,25,4,5,0,2,0,0,39,10,15,1,16,6,59,0,11,10,17,49,10,1,2,1,10,4,4,11,5,10,8,1,9,5,7,2,9,9,5,25,7,0,18,1,16,23,0,0,0,7,10
5,0,0,3,0,0,1,0,1,1,0,4,19,0,2,0,1,0,15,0,0,2,9,0,3,16,0,20,0,0,7,1,8,5,11,0,0,2,0,8,2,0,1,0,3,0,0,2,3,21,0,0,0,7,0,0,0,0,0,0,0,8,30,0,0,16,0,0,0,0,4,0,3,0,1,40,0,14,4,0,0,1,0,0,21,0,0,0,12,1
2,0,2,17,2,0,2,4,6,1,0,2,0,2,1,0,3,3,1,4,2,0,0,0,3,3,0,10,2,0,0,2,1,3,9,0,0,21,8,0,2,0,8,0,18,0,0,36,4,14,0,0,3,8,0,0,0,3,1,0,0,2,4,0,8,32,10,3,0,0,2,0,4,1,1,18,4,5,10,1,0,4,24,3,2,0,0,0,4,0
2,9,13,6,3,24,3,10,10,1,40,6,0,1,4,3,1,8,0,20,25,13,1,0,3,2,12,1,0,6,0,1,1,0,1,4,3,25,2,2,0,17,3,0,1,0,0,8,14,18,0,9,1,6,0,9,4,6,16,5,3,7,8,7,0,6,9,0,10,2,0,17,0,1,7,2,9,13,12,10,0,9,3,19,6,0,0,0,4,4
0,3,16,3,1,6,4,24,8,2,2,2,2,13,0,0,0,7,0,2,3,5,2,0,1,3,8,0,1,1,9,0,7,12,0,0,3,4,0,0,17,0,1,0,0,0,0,30,6,0,1,0,1,4,0,9,5,1,2,0,0,8,6,0,2,0,6,25,15,5,0,0,8,11,2,1,4,5,2,1,0,26,4,3,4,0,0,0,10,6
2,0,18,4,2,1,2,12,14,4,0,0,6,9,7,0,6,0,0,3,0,12,1,0,4,18,1,7,0,0,3,4,1,4,2,0,10,5,1,8,3,1,0,0,2,0,0,2,14,2,0,0,7,5,0,0,8,7,6,0,1,23,11,0,0,0,5,5,1,3,10,4,1,1,0,3,2,2,3,1,1,2,10,8,18,0,0,0,1,4
0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,21,0,0,0,35,0,0,0,8,1,0,0,0,0,45,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,23,0,0,0,0,46,40,0,0,10,8,0,0,1,21,1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,2,22,0,0,0
1,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,8,2,0,1,0,0,0,0,0,8,0,9,0,2,9,1,1,3,0,0,2,2,3,18,1,0,2,0,0,0,0,6,11,0,0,0,16,0,0,0,4,1,0,0,0,4,4,0,0,3,0,6,0,0,2,1,33,0,0,1,4,1,0,0,1,0,0,1,3,0,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,35,0,0,0,15,0,0,0,2,24,0,0,0,0,25,0,0,0,0,0,17,2,0,0,0,0,0,0,23,0,0,0,0,0,0,43,33,0,0,6,2,0,0,3,19,8,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,7,0,0,0,0,18,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6,14,9,4,0,1,7,4,15,6,1,0,10,15,0,0,3,0,4,6,6,2,0,21,4,3,6,2,0,0,2,7,8,9,0,2,39,2,36,8,30,2,0,6,0,0,0,11,3,0,0,2,10,0,25,5,4,2,0,0,17,3,1,0,4,9,1,5,6,2,16,5,1,5,12,12,0,2,9,0,10,8,10,7,0,0,0,12,2
15,0,5,5,1,1,16,21,46,16,0,24,2,1,1,0,1,8,10,0,2,4,2,0,1,12,1,89,19,4,12,26,19,28,12,0,1,10,3,4,14,6,14,0,11,0,0,11,0,8,1,0,10,1,0,1,10,1,3,0,0,2,45,0,6,14,1,10,1,1,4,2,17,32,1,7,8,24,0,2,11,16,5,6,26,0,0,0,25,9
1,4,14,10,20,0,6,23,15,1,6,3,6,0,0,1,3,0,3,3,21,1,2,1,0,3,3,9,5,1,1,0,27,3,0,0,5,15,21,14,18,0,2,0,0,0,0,3,8,0,0,8,2,40,0,0,5,4,17,0,0,4,3,1,10,0,7,2,5,4,10,6,0,5,5,16,11,7,3,6,1,7,16,3,0,0,0,0,9,0
1,9,0,0,0,11,0,0,10,0,9,0,0,0,0,55,0,0,0,20,0,0,2,0,5,0,7,0,0,23,0,0,0,0,0,20,0,1,0,0,0,1,0,46,0,43,0,0,1,0,0,39,0,0,15,6,1,1,0,74,12,0,0,1,0,0,2,0,0,41,0,3,0,0,4,0,0,0,26,0,0,0,3,13,0,0,73,0,0,0
0,0,0,9,11,1,0,0,0,0,7,1,0,0,0,18,0,2,0,77,17,0,0,0,3,0,1,0,0,28,0,1,0,0,0,8,0,16,0,0,9,0,0,40,0,33,1,0,0,8,39,0,1,1,1,24,6,5,25,19,25,0,0,6,7,0,2,0,2,27,0,7,0,0,2,0,1,0,31,1,0,2,0,18,0,0,13,0,0,2
3,0,6,0,1,0,2,9,5,21,3,1,5,6,5,0,11,1,12,0,1,7,1,0,1,7,0,13,1,6,1,1,4,2,4,0,0,6,0,3,1,1,7,0,16,0,0,2,10,2,0,1,0,0,0,0,5,2,2,1,3,1,0,4,2,2,6,5,0,5,2,3,13,3,0,6,8,8,0,0,0,1,2,1,18,0,0,0,1,1
3,22,3,12,0,5,5,13,19,0,14,1,12,3,9,7,0,29,6,5,18,1,3,0,1,3,15,13,0,8,0,0,16,5,3,8,3,59,7,8,6,4,5,0,0,0,0,10,1,40,0,1,0,0,0,32,0,7,23,0,0,3,0,20,2,10,24,5,12,5,13,4,1,1,1,33,15,1,15,18,0,8,6,5,6,0,0,0,12,0
0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,16,1,0,0,0,0,0,0,10,0,6,0,0,0,0,15,1,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,5,0,0,0
0,30,7,6,0,15,0,0,0,0,8,0,0,3,0,0,0,4,0,0,1,29,0,0,9,0,0,0,0,3,0,0,0,0,1,10,4,11,0,0,9,9,0,8,0,2,0,25,1,0,6,24,0,32,4,0,0,8,2,10,0,24,1,1,10,0,15,0,4,10,0,3,0,0,9,0,0,5,5,6,0,0,0,1,0,0,0,0,0,4
2,0,8,0,14,1,6,12,16,0,2,11,8,5,0,0,0,1,2,3,8,4,3,0,3,2,8,4,0,2,0,1,7,14,10,0,3,10,0,0,4,5,8,0,4,0,0,5,10,5,1,6,5,0,0,0,0,4,3,0,2,3,0,2,3,9,2,10,5,2,1,6,4,4,4,3,0,12,1,1,2,13,2,4,3,0,0,0,0,11
0,10,1,0,2,17,2,12,4,0,4,0,0,3,0,0,0,5,0,0,5,4,3,0,0,1,0,1,0,8,0,0,0,3,1,1,3,17,0,3,6,1,7,0,1,0,0,4,1,4,1,5,2,7,0,8,4,0,9,2,0,1,1,4,0,0,5,0,6,3,0,31,2,0,0,0,2,0,1,4,0,2,6,12,0,0,0,0,0,2
0,1,6,25,8,23,7,10,10,0,28,8,0,1,8,8,0,36,0,17,38,2,5,0,4,2,32,10,1,37,1,8,0,2,2,19,1,49,0,1,16,2,6,1,0,3,0,2,3,17,0,25,2,23,0,2,3,9,0,7,1,0,1,26,6,0,10,3,3,8,7,40,0,6,1,1,13,4,15,4,0,7,1,13,1,0,0,0,3,0
0,0,0,2,0,13,1,1,2,0,21,0,0,0,0,26,0,1,0,37,4,0,0,0,12,0,0,0,0,20,0,0,0,0,0,15,0,10,0,0,5,0,0,21,0,19,0,0,0,0,74,19,1,0,5,10,0,2,7,0,11,0,0,1,0,0,0,0,0,59,0,7,0,0,0,0,1,1,19,0,0,0,0,15,0,0,25,0,0,0
0,1,0,1,0,2,0,3,2,0,12,2,0,0,0,6,0,3,0,2,18,3,0,0,0,1,2,0,0,1,0,1,0,0,0,6,0,1,0,0,3,0,1,1,0,8,0,0,0,0,12,25,3,0,0,0,2,0,1,11,0,0,0,7,0,0,1,0,6,4,0,1,0,0,0,0,1,0,12,0,0,0,0,4,0,0,5,0,2,0
2,12,16,0,3,1,3,1,4,1,1,1,0,3,1,0,1,0,11,0,0,1,3,0,0,1,3,10,0,0,1,1,2,1,1,0,1,2,8,2,7,8,23,0,4,0,0,17,2,4,0,0,1,3,0,24,3,1,0,0,0,0,6,0,3,7,4,18,0,8,1,2,1,1,1,1,4,1,0,0,0,0,5,1,3,0,0,0,7,1
24,0,6,2,11,0,5,11,25,23,0,10,17,10,0,0,5,0,15,0,0,3,5,0,0,16,0,50,13,0,11,8,18,9,7,1,2,1,30,4,8,6,11,0,4,0,0,3,45,3,0,0,0,0,0,1,0,1,1,0,0,6,0,3,3,5,3,9,1,0,4,5,14,3,1,13,13,12,0,3,18,6,6,2,21,0,0,0,22,15
0,0,2,6,0,9,0,2,2,0,11,7,0,0,0,1,0,16,0,8,8,1,8,0,0,2,18,0,0,20,0,7,0,1,0,15,1,10,0,0,7,0,0,0,0,0,0,1,0,1,1,6,4,20,0,1,2,4,26,1,7,0,3,0,3,0,6,0,4,8,0,1,0,1,0,0,1,3,12,12,0,10,0,17,2,0,0,0,0,2
0,0,2,5,4,7,8,9,3,0,1,3,1,1,1,0,1,4,0,2,10,1,8,0,0,1,7,2,1,2,1,9,0,2,0,3,1,4,0,8,0,2,0,0,0,0,0,0,6,10,0,7,2,2,0,10,3,0,6,0,0,3,3,3,0,1,21,0,1,4,2,4,0,0,1,2,7,0,1,4,0,6,4,7,10,0,0,0,6,3
0,0,2,4,17,0,5,7,9,0,1,5,5,0,4,0,7,0,7,1,0,0,3,0,5,2,4,16,7,1,4,3,25,30,11,0,3,4,16,32,6,0,0,0,3,0,0,4,14,0,0,0,2,10,0,0,9,0,0,0,0,7,5,0,1,0,1,25,1,1,29,5,8,5,0,20,3,0,0,0,2,3,27,0,9,0,0,0,38,0
0,10,18,22,8,2,3,3,7,1,3,1,2,1,7,0,1,5,3,25,22,10,6,0,8,2,6,9,1,16,1,4,4,8,8,2,3,11,0,10,9,6,5,0,0,0,0,9,1,7,2,2,6,24,0,15,2,5,10,0,1,4,3,6,21,1,0,1,4,5,2,9,8,3,0,2,8,1,10,16,0,10,10,9,4,0,0,0,4,2
13,0,7,0,4,0,5,16,2,15,2,1,1,8,0,0,5,3,1,0,1,1,11,0,1,0,1,6,1,0,3,0,3,31,3,0,1,5,0,3,0,25,5,0,6,0,0,1,10,2,0,0,5,5,0,0,10,0,3,0,0,18,9,0,0,25,1,0,5,3,3,0,36,15,1,13,1,3,0,4,24,6,7,0,4,0,0,0,9,0
1,4,8,2,3,4,2,6,9,1,2,0,3,0,0,0,0,11,0,0,6,8,0,0,0,3,2,0,1,1,0,2,0,4,3,1,3,10,0,0,10,15,1,0,0,0,0,5,1,5,0,2,0,12,0,4,5,6,3,0,6,0,1,4,1,1,4,5,0,2,0,7,5,0,0,2,5,5,0,9,7,3,1,6,3,0,0,0,3,6
0,6,2,8,2,6,1,7,3,0,7,1,0,0,2,105,0,7,0,15,15,16,5,3,6,0,8,0,0,12,0,0,0,1,0,18,0,8,0,0,2,5,3,58,0,20,0,6,1,4,41,27,5,5,1,10,2,3,8,59,4,8,0,8,4,1,5,3,2,0,1,7,0,0,1,0,1,1,27,6,0,1,0,17,11,0,59,0,8,1
1,0,6,0,8,1,1,10,4,11,1,2,13,2,1,0,4,0,3,0,0,1,7,0,0,1,1,9,2,4,21,2,11,21,3,0,1,1,4,2,0,0,10,0,2,0,0,2,4,10,0,0,2,13,0,0,1,0,7,0,0,1,4,0,2,29,2,3,0,1,0,5,8,2,3,6,3,3,1,2,8,6,0,13,10,0,0,0,16,6
0,2,1,5,9,8,1,7,12,4,9,3,5,0,16,0,0,17,1,6,14,23,6,0,1,5,3,3,0,44,2,4,3,0,13,7,2,9,0,0,17,0,4,0,1,0,0,16,2,6,3,7,3,4,0,3,6,31,40,7,1,2,5,1,4,5,9,0,7,7,5,0,0,2,3,3,7,2,12,15,0,8,1,25,1,0,0,0,1,3
